task,task_normalized,dwa_title,iwa_title,gwa_title,title,title_normalized,soc_code_2010,title_current,soc_code_2019,soc_code_2019_full,broad_occ,minor_occ_category,major_occ_category,physical,auto_aug_mean,pct_normalized,date,freq_mean,importance,relevance,task_prop,a_med_nat_2024,a_med_al_2024,a_med_ak_2024,a_med_az_2024,a_med_ar_2024,a_med_ca_2024,a_med_co_2024,a_med_ct_2024,a_med_de_2024,a_med_dc_2024,a_med_fl_2024,a_med_ga_2024,a_med_hi_2024,a_med_id_2024,a_med_il_2024,a_med_in_2024,a_med_ia_2024,a_med_ks_2024,a_med_ky_2024,a_med_la_2024,a_med_me_2024,a_med_md_2024,a_med_ma_2024,a_med_mi_2024,a_med_mn_2024,a_med_ms_2024,a_med_mo_2024,a_med_mt_2024,a_med_ne_2024,a_med_nv_2024,a_med_nh_2024,a_med_nj_2024,a_med_nm_2024,a_med_ny_2024,a_med_nc_2024,a_med_nd_2024,a_med_oh_2024,a_med_ok_2024,a_med_or_2024,a_med_pa_2024,a_med_ri_2024,a_med_sc_2024,a_med_sd_2024,a_med_tn_2024,a_med_tx_2024,a_med_ut_2024,a_med_vt_2024,a_med_va_2024,a_med_wa_2024,a_med_wv_2024,a_med_wi_2024,a_med_wy_2024,a_med_gu_2024,a_med_pr_2024,a_med_vi_2024,emp_tot_nat_2024,emp_tot_al_2024,emp_tot_ak_2024,emp_tot_az_2024,emp_tot_ar_2024,emp_tot_ca_2024,emp_tot_co_2024,emp_tot_ct_2024,emp_tot_de_2024,emp_tot_dc_2024,emp_tot_fl_2024,emp_tot_ga_2024,emp_tot_hi_2024,emp_tot_id_2024,emp_tot_il_2024,emp_tot_in_2024,emp_tot_ia_2024,emp_tot_ks_2024,emp_tot_ky_2024,emp_tot_la_2024,emp_tot_me_2024,emp_tot_md_2024,emp_tot_ma_2024,emp_tot_mi_2024,emp_tot_mn_2024,emp_tot_ms_2024,emp_tot_mo_2024,emp_tot_mt_2024,emp_tot_ne_2024,emp_tot_nv_2024,emp_tot_nh_2024,emp_tot_nj_2024,emp_tot_nm_2024,emp_tot_ny_2024,emp_tot_nc_2024,emp_tot_nd_2024,emp_tot_oh_2024,emp_tot_ok_2024,emp_tot_or_2024,emp_tot_pa_2024,emp_tot_ri_2024,emp_tot_sc_2024,emp_tot_sd_2024,emp_tot_tn_2024,emp_tot_tx_2024,emp_tot_ut_2024,emp_tot_vt_2024,emp_tot_va_2024,emp_tot_wa_2024,emp_tot_wv_2024,emp_tot_wi_2024,emp_tot_wy_2024,emp_tot_gu_2024,emp_tot_pr_2024,emp_tot_vi_2024
Establish departmental responsibilities and coordinate functions among departments and sites.,establish departmental responsibilities and coordinate functions among departments and sites,Establish organizational guidelines or policies.,"Develop organizational policies, systems, or processes.",Developing Objectives and Strategies,Chief Executives,chief executives,11-1011.00,Chief Executives,11-1011,11-1011.00,Chief Executives,Top Executives,Management Occupations,False,2.472,0.0003406563735408,2025-03-06,0.4331473076923077,3.98,87.04,1.0,206420.0,164400.0,168680.0,150590.0,121220.0,220600.0,194810.0,206420.0,190460.0,206420.0,206420.0,201750.0,231500.0,173070.0,206420.0,205780.0,178530.0,154700.0,146630.0,121490.0,120160.0,206420.0,206420.0,219230.0,194160.0,125340.0,158930.0,194460.0,206080.0,206420.0,138910.0,206420.0,148790.0,219320.0,206420.0,171310.0,208590.0,148870.0,206420.0,220510.0,211810.0,181830.0,206420.0,173870.0,206420.0,163980.0,166190.0,206420.0,206420.0,181930.0,209090.0,140000.0,106500.0,93740.0,139160.0,172469.0,1351.0,1482.0,5047.0,3696.0,60212.0,3212.0,2328.0,716.0,2019.0,10911.0,8858.0,928.0,939.0,8385.0,3582.0,5731.0,4136.0,4803.0,1091.0,2393.0,7457.0,11577.0,6415.0,10893.0,716.0,4050.000000000001,1026.0,4543.0,1700.0,1026.0,3452.0,586.0,12749.0,4071.0,602.0,7213.0,3256.0,1498.0,23023.0,549.0,4803.0,863.0,8727.0,15385.0,3980.0,863.0,7522.0,6741.0,2263.0,7229.0,114.0,521.0,3810.0,195.0
Establish departmental responsibilities and coordinate functions among departments and sites.,establish departmental responsibilities and coordinate functions among departments and sites,Liaise between departments or other groups to improve function or communication.,Communicate with others about operational plans or activities.,"Communicating with Supervisors, Peers, or Subordinates",Chief Executives,chief executives,11-1011.00,Chief Executives,11-1011,11-1011.00,Chief Executives,Top Executives,Management Occupations,False,2.472,0.0003406563735408,2025-03-06,0.4331473076923077,3.98,87.04,1.0,206420.0,164400.0,168680.0,150590.0,121220.0,220600.0,194810.0,206420.0,190460.0,206420.0,206420.0,201750.0,231500.0,173070.0,206420.0,205780.0,178530.0,154700.0,146630.0,121490.0,120160.0,206420.0,206420.0,219230.0,194160.0,125340.0,158930.0,194460.0,206080.0,206420.0,138910.0,206420.0,148790.0,219320.0,206420.0,171310.0,208590.0,148870.0,206420.0,220510.0,211810.0,181830.0,206420.0,173870.0,206420.0,163980.0,166190.0,206420.0,206420.0,181930.0,209090.0,140000.0,106500.0,93740.0,139160.0,172469.0,1351.0,1482.0,5047.0,3696.0,60212.0,3212.0,2328.0,716.0,2019.0,10911.0,8858.0,928.0,939.0,8385.0,3582.0,5731.0,4136.0,4803.0,1091.0,2393.0,7457.0,11577.0,6415.0,10893.0,716.0,4050.000000000001,1026.0,4543.0,1700.0,1026.0,3452.0,586.0,12749.0,4071.0,602.0,7213.0,3256.0,1498.0,23023.0,549.0,4803.0,863.0,8727.0,15385.0,3980.0,863.0,7522.0,6741.0,2263.0,7229.0,114.0,521.0,3810.0,195.0
"Deliver speeches, write articles, or present information at meetings or conventions to promote services, exchange ideas, or accomplish objectives.",deliver speeches write articles or present information at meetings or conventions to promote services exchange ideas or accomplish objectives,Present information to the public.,Provide information or assistance to the public.,Communicating with People Outside the Organization,Chief Executives,chief executives,11-1011.00,Chief Executives,11-1011,11-1011.00,Chief Executives,Top Executives,Management Occupations,False,3.366335573875464,0.0456509170983265,2025-03-06,0.3625461538461538,3.94,92.7,1.0,206420.0,164400.0,168680.0,150590.0,121220.0,220600.0,194810.0,206420.0,190460.0,206420.0,206420.0,201750.0,231500.0,173070.0,206420.0,205780.0,178530.0,154700.0,146630.0,121490.0,120160.0,206420.0,206420.0,219230.0,194160.0,125340.0,158930.0,194460.0,206080.0,206420.0,138910.0,206420.0,148790.0,219320.0,206420.0,171310.0,208590.0,148870.0,206420.0,220510.0,211810.0,181830.0,206420.0,173870.0,206420.0,163980.0,166190.0,206420.0,206420.0,181930.0,209090.0,140000.0,106500.0,93740.0,139160.0,172469.0,1351.0,1482.0,5047.0,3696.0,60212.0,3212.0,2328.0,716.0,2019.0,10911.0,8858.0,928.0,939.0,8385.0,3582.0,5731.0,4136.0,4803.0,1091.0,2393.0,7457.0,11577.0,6415.0,10893.0,716.0,4050.000000000001,1026.0,4543.0,1700.0,1026.0,3452.0,586.0,12749.0,4071.0,602.0,7213.0,3256.0,1498.0,23023.0,549.0,4803.0,863.0,8727.0,15385.0,3980.0,863.0,7522.0,6741.0,2263.0,7229.0,114.0,521.0,3810.0,195.0
"Serve as liaisons between organizations, shareholders, and outside organizations.",serve as liaisons between organizations shareholders and outside organizations,Liaise between departments or other groups to improve function or communication.,Communicate with others about operational plans or activities.,"Communicating with Supervisors, Peers, or Subordinates",Chief Executives,chief executives,11-1011.00,Chief Executives,11-1011,11-1011.00,Chief Executives,Top Executives,Management Occupations,False,2.472,0.0042432986517002,2025-03-06,0.798675,3.92,68.36,1.0,206420.0,164400.0,168680.0,150590.0,121220.0,220600.0,194810.0,206420.0,190460.0,206420.0,206420.0,201750.0,231500.0,173070.0,206420.0,205780.0,178530.0,154700.0,146630.0,121490.0,120160.0,206420.0,206420.0,219230.0,194160.0,125340.0,158930.0,194460.0,206080.0,206420.0,138910.0,206420.0,148790.0,219320.0,206420.0,171310.0,208590.0,148870.0,206420.0,220510.0,211810.0,181830.0,206420.0,173870.0,206420.0,163980.0,166190.0,206420.0,206420.0,181930.0,209090.0,140000.0,106500.0,93740.0,139160.0,172469.0,1351.0,1482.0,5047.0,3696.0,60212.0,3212.0,2328.0,716.0,2019.0,10911.0,8858.0,928.0,939.0,8385.0,3582.0,5731.0,4136.0,4803.0,1091.0,2393.0,7457.0,11577.0,6415.0,10893.0,716.0,4050.000000000001,1026.0,4543.0,1700.0,1026.0,3452.0,586.0,12749.0,4071.0,602.0,7213.0,3256.0,1498.0,23023.0,549.0,4803.0,863.0,8727.0,15385.0,3980.0,863.0,7522.0,6741.0,2263.0,7229.0,114.0,521.0,3810.0,195.0
"Conduct or direct investigations or hearings to resolve complaints or violations of laws, or testify at such hearings.",conduct or direct investigations or hearings to resolve complaints or violations of laws or testify at such hearings,Conduct hearings to investigate legal issues.,Investigate criminal or legal matters.,Getting Information,Chief Executives,chief executives,11-1011.00,Chief Executives,11-1011,11-1011.00,Chief Executives,Top Executives,Management Occupations,False,2.472,0.0002763476496619,2025-03-06,0.2612788461538461,3.98,56.65,1.0,206420.0,164400.0,168680.0,150590.0,121220.0,220600.0,194810.0,206420.0,190460.0,206420.0,206420.0,201750.0,231500.0,173070.0,206420.0,205780.0,178530.0,154700.0,146630.0,121490.0,120160.0,206420.0,206420.0,219230.0,194160.0,125340.0,158930.0,194460.0,206080.0,206420.0,138910.0,206420.0,148790.0,219320.0,206420.0,171310.0,208590.0,148870.0,206420.0,220510.0,211810.0,181830.0,206420.0,173870.0,206420.0,163980.0,166190.0,206420.0,206420.0,181930.0,209090.0,140000.0,106500.0,93740.0,139160.0,172469.0,1351.0,1482.0,5047.0,3696.0,60212.0,3212.0,2328.0,716.0,2019.0,10911.0,8858.0,928.0,939.0,8385.0,3582.0,5731.0,4136.0,4803.0,1091.0,2393.0,7457.0,11577.0,6415.0,10893.0,716.0,4050.000000000001,1026.0,4543.0,1700.0,1026.0,3452.0,586.0,12749.0,4071.0,602.0,7213.0,3256.0,1498.0,23023.0,549.0,4803.0,863.0,8727.0,15385.0,3980.0,863.0,7522.0,6741.0,2263.0,7229.0,114.0,521.0,3810.0,195.0
"Conduct or direct investigations or hearings to resolve complaints or violations of laws, or testify at such hearings.",conduct or direct investigations or hearings to resolve complaints or violations of laws or testify at such hearings,Testify at legal or legislative proceedings.,Present information in legal proceedings.,Communicating with People Outside the Organization,Chief Executives,chief executives,11-1011.00,Chief Executives,11-1011,11-1011.00,Chief Executives,Top Executives,Management Occupations,False,2.472,0.0002763476496619,2025-03-06,0.2612788461538461,3.98,56.65,1.0,206420.0,164400.0,168680.0,150590.0,121220.0,220600.0,194810.0,206420.0,190460.0,206420.0,206420.0,201750.0,231500.0,173070.0,206420.0,205780.0,178530.0,154700.0,146630.0,121490.0,120160.0,206420.0,206420.0,219230.0,194160.0,125340.0,158930.0,194460.0,206080.0,206420.0,138910.0,206420.0,148790.0,219320.0,206420.0,171310.0,208590.0,148870.0,206420.0,220510.0,211810.0,181830.0,206420.0,173870.0,206420.0,163980.0,166190.0,206420.0,206420.0,181930.0,209090.0,140000.0,106500.0,93740.0,139160.0,172469.0,1351.0,1482.0,5047.0,3696.0,60212.0,3212.0,2328.0,716.0,2019.0,10911.0,8858.0,928.0,939.0,8385.0,3582.0,5731.0,4136.0,4803.0,1091.0,2393.0,7457.0,11577.0,6415.0,10893.0,716.0,4050.000000000001,1026.0,4543.0,1700.0,1026.0,3452.0,586.0,12749.0,4071.0,602.0,7213.0,3256.0,1498.0,23023.0,549.0,4803.0,863.0,8727.0,15385.0,3980.0,863.0,7522.0,6741.0,2263.0,7229.0,114.0,521.0,3810.0,195.0
Direct or coordinate activities of businesses involved with buying or selling investment products or financial services.,direct or coordinate activities of businesses involved with buying or selling investment products or financial services,Direct financial operations.,Manage budgets or finances.,"Guiding, Directing, and Motivating Subordinates",Chief Executives,chief executives,11-1011.00,Chief Executives,11-1011,11-1011.00,Chief Executives,Top Executives,Management Occupations,False,2.824324324324325,0.0133748653298435,2025-03-06,0.6491788461538461,3.9,27.31,1.0,206420.0,164400.0,168680.0,150590.0,121220.0,220600.0,194810.0,206420.0,190460.0,206420.0,206420.0,201750.0,231500.0,173070.0,206420.0,205780.0,178530.0,154700.0,146630.0,121490.0,120160.0,206420.0,206420.0,219230.0,194160.0,125340.0,158930.0,194460.0,206080.0,206420.0,138910.0,206420.0,148790.0,219320.0,206420.0,171310.0,208590.0,148870.0,206420.0,220510.0,211810.0,181830.0,206420.0,173870.0,206420.0,163980.0,166190.0,206420.0,206420.0,181930.0,209090.0,140000.0,106500.0,93740.0,139160.0,172469.0,1351.0,1482.0,5047.0,3696.0,60212.0,3212.0,2328.0,716.0,2019.0,10911.0,8858.0,928.0,939.0,8385.0,3582.0,5731.0,4136.0,4803.0,1091.0,2393.0,7457.0,11577.0,6415.0,10893.0,716.0,4050.000000000001,1026.0,4543.0,1700.0,1026.0,3452.0,586.0,12749.0,4071.0,602.0,7213.0,3256.0,1498.0,23023.0,549.0,4803.0,863.0,8727.0,15385.0,3980.0,863.0,7522.0,6741.0,2263.0,7229.0,114.0,521.0,3810.0,195.0
"Review and analyze legislation, laws, or public policy and recommend changes to promote or support interests of the general population or special groups.",review and analyze legislation laws or public policy and recommend changes to promote or support interests of the general population or special groups,Analyze impact of legal or regulatory changes.,Assess characteristics or impacts of regulations or policies.,Analyzing Data or Information,Chief Executives,chief executives,11-1011.00,Chief Executives,11-1011,11-1011.00,Chief Executives,Top Executives,Management Occupations,False,3.227848101265823,0.012919811074141,2025-03-06,0.21106,3.81,62.05,1.0,206420.0,164400.0,168680.0,150590.0,121220.0,220600.0,194810.0,206420.0,190460.0,206420.0,206420.0,201750.0,231500.0,173070.0,206420.0,205780.0,178530.0,154700.0,146630.0,121490.0,120160.0,206420.0,206420.0,219230.0,194160.0,125340.0,158930.0,194460.0,206080.0,206420.0,138910.0,206420.0,148790.0,219320.0,206420.0,171310.0,208590.0,148870.0,206420.0,220510.0,211810.0,181830.0,206420.0,173870.0,206420.0,163980.0,166190.0,206420.0,206420.0,181930.0,209090.0,140000.0,106500.0,93740.0,139160.0,172469.0,1351.0,1482.0,5047.0,3696.0,60212.0,3212.0,2328.0,716.0,2019.0,10911.0,8858.0,928.0,939.0,8385.0,3582.0,5731.0,4136.0,4803.0,1091.0,2393.0,7457.0,11577.0,6415.0,10893.0,716.0,4050.000000000001,1026.0,4543.0,1700.0,1026.0,3452.0,586.0,12749.0,4071.0,602.0,7213.0,3256.0,1498.0,23023.0,549.0,4803.0,863.0,8727.0,15385.0,3980.0,863.0,7522.0,6741.0,2263.0,7229.0,114.0,521.0,3810.0,195.0
"Review and analyze legislation, laws, or public policy and recommend changes to promote or support interests of the general population or special groups.",review and analyze legislation laws or public policy and recommend changes to promote or support interests of the general population or special groups,Advise others on legal or regulatory compliance matters.,Advise others on legal or regulatory matters.,Providing Consultation and Advice to Others,Chief Executives,chief executives,11-1011.00,Chief Executives,11-1011,11-1011.00,Chief Executives,Top Executives,Management Occupations,False,3.227848101265823,0.012919811074141,2025-03-06,0.21106,3.81,62.05,1.0,206420.0,164400.0,168680.0,150590.0,121220.0,220600.0,194810.0,206420.0,190460.0,206420.0,206420.0,201750.0,231500.0,173070.0,206420.0,205780.0,178530.0,154700.0,146630.0,121490.0,120160.0,206420.0,206420.0,219230.0,194160.0,125340.0,158930.0,194460.0,206080.0,206420.0,138910.0,206420.0,148790.0,219320.0,206420.0,171310.0,208590.0,148870.0,206420.0,220510.0,211810.0,181830.0,206420.0,173870.0,206420.0,163980.0,166190.0,206420.0,206420.0,181930.0,209090.0,140000.0,106500.0,93740.0,139160.0,172469.0,1351.0,1482.0,5047.0,3696.0,60212.0,3212.0,2328.0,716.0,2019.0,10911.0,8858.0,928.0,939.0,8385.0,3582.0,5731.0,4136.0,4803.0,1091.0,2393.0,7457.0,11577.0,6415.0,10893.0,716.0,4050.000000000001,1026.0,4543.0,1700.0,1026.0,3452.0,586.0,12749.0,4071.0,602.0,7213.0,3256.0,1498.0,23023.0,549.0,4803.0,863.0,8727.0,15385.0,3980.0,863.0,7522.0,6741.0,2263.0,7229.0,114.0,521.0,3810.0,195.0
Refer major policy matters to elected representatives for final decisions.,refer major policy matters to elected representatives for final decisions,Recommend organizational process or policy changes.,Advise others on business or operational matters.,Providing Consultation and Advice to Others,Chief Executives,chief executives,11-1011.00,Chief Executives,11-1011,11-1011.00,Chief Executives,Top Executives,Management Occupations,False,2.472,0.0007464466360233,2025-03-06,0.3628142307692308,3.7,57.44,1.0,206420.0,164400.0,168680.0,150590.0,121220.0,220600.0,194810.0,206420.0,190460.0,206420.0,206420.0,201750.0,231500.0,173070.0,206420.0,205780.0,178530.0,154700.0,146630.0,121490.0,120160.0,206420.0,206420.0,219230.0,194160.0,125340.0,158930.0,194460.0,206080.0,206420.0,138910.0,206420.0,148790.0,219320.0,206420.0,171310.0,208590.0,148870.0,206420.0,220510.0,211810.0,181830.0,206420.0,173870.0,206420.0,163980.0,166190.0,206420.0,206420.0,181930.0,209090.0,140000.0,106500.0,93740.0,139160.0,172469.0,1351.0,1482.0,5047.0,3696.0,60212.0,3212.0,2328.0,716.0,2019.0,10911.0,8858.0,928.0,939.0,8385.0,3582.0,5731.0,4136.0,4803.0,1091.0,2393.0,7457.0,11577.0,6415.0,10893.0,716.0,4050.000000000001,1026.0,4543.0,1700.0,1026.0,3452.0,586.0,12749.0,4071.0,602.0,7213.0,3256.0,1498.0,23023.0,549.0,4803.0,863.0,8727.0,15385.0,3980.0,863.0,7522.0,6741.0,2263.0,7229.0,114.0,521.0,3810.0,195.0
Direct or conduct studies or research on issues affecting areas of responsibility.,direct or conduct studies or research on issues affecting areas of responsibility,Conduct research on social issues.,Research historical or social issues.,Getting Information,Chief Executives,chief executives,11-1011.00,Chief Executives,11-1011,11-1011.00,Chief Executives,Top Executives,Management Occupations,False,2.669,0.0089450400642507,2025-03-06,0.4121142307692307,3.66,58.3,1.0,206420.0,164400.0,168680.0,150590.0,121220.0,220600.0,194810.0,206420.0,190460.0,206420.0,206420.0,201750.0,231500.0,173070.0,206420.0,205780.0,178530.0,154700.0,146630.0,121490.0,120160.0,206420.0,206420.0,219230.0,194160.0,125340.0,158930.0,194460.0,206080.0,206420.0,138910.0,206420.0,148790.0,219320.0,206420.0,171310.0,208590.0,148870.0,206420.0,220510.0,211810.0,181830.0,206420.0,173870.0,206420.0,163980.0,166190.0,206420.0,206420.0,181930.0,209090.0,140000.0,106500.0,93740.0,139160.0,172469.0,1351.0,1482.0,5047.0,3696.0,60212.0,3212.0,2328.0,716.0,2019.0,10911.0,8858.0,928.0,939.0,8385.0,3582.0,5731.0,4136.0,4803.0,1091.0,2393.0,7457.0,11577.0,6415.0,10893.0,716.0,4050.000000000001,1026.0,4543.0,1700.0,1026.0,3452.0,586.0,12749.0,4071.0,602.0,7213.0,3256.0,1498.0,23023.0,549.0,4803.0,863.0,8727.0,15385.0,3980.0,863.0,7522.0,6741.0,2263.0,7229.0,114.0,521.0,3810.0,195.0
Direct or conduct studies or research on issues affecting areas of responsibility.,direct or conduct studies or research on issues affecting areas of responsibility,Conduct research to gain information about products or processes.,Research technology designs or applications.,Getting Information,Chief Executives,chief executives,11-1011.00,Chief Executives,11-1011,11-1011.00,Chief Executives,Top Executives,Management Occupations,False,2.669,0.0089450400642507,2025-03-06,0.4121142307692307,3.66,58.3,1.0,206420.0,164400.0,168680.0,150590.0,121220.0,220600.0,194810.0,206420.0,190460.0,206420.0,206420.0,201750.0,231500.0,173070.0,206420.0,205780.0,178530.0,154700.0,146630.0,121490.0,120160.0,206420.0,206420.0,219230.0,194160.0,125340.0,158930.0,194460.0,206080.0,206420.0,138910.0,206420.0,148790.0,219320.0,206420.0,171310.0,208590.0,148870.0,206420.0,220510.0,211810.0,181830.0,206420.0,173870.0,206420.0,163980.0,166190.0,206420.0,206420.0,181930.0,209090.0,140000.0,106500.0,93740.0,139160.0,172469.0,1351.0,1482.0,5047.0,3696.0,60212.0,3212.0,2328.0,716.0,2019.0,10911.0,8858.0,928.0,939.0,8385.0,3582.0,5731.0,4136.0,4803.0,1091.0,2393.0,7457.0,11577.0,6415.0,10893.0,716.0,4050.000000000001,1026.0,4543.0,1700.0,1026.0,3452.0,586.0,12749.0,4071.0,602.0,7213.0,3256.0,1498.0,23023.0,549.0,4803.0,863.0,8727.0,15385.0,3980.0,863.0,7522.0,6741.0,2263.0,7229.0,114.0,521.0,3810.0,195.0
"Represent organizations or promote their objectives at official functions, or delegate representatives to do so.",represent organizations or promote their objectives at official functions or delegate representatives to do so,Represent the organization in external relations.,"Coordinate activities with clients, agencies, or organizations.","Communicating with Supervisors, Peers, or Subordinates",Chief Executives,chief executives,11-1011.00,Chief Executives,11-1011,11-1011.00,Chief Executives,Top Executives,Management Occupations,False,2.565,0.0017010396422442,2025-03-06,0.1861880769230769,3.42,63.86,1.0,206420.0,164400.0,168680.0,150590.0,121220.0,220600.0,194810.0,206420.0,190460.0,206420.0,206420.0,201750.0,231500.0,173070.0,206420.0,205780.0,178530.0,154700.0,146630.0,121490.0,120160.0,206420.0,206420.0,219230.0,194160.0,125340.0,158930.0,194460.0,206080.0,206420.0,138910.0,206420.0,148790.0,219320.0,206420.0,171310.0,208590.0,148870.0,206420.0,220510.0,211810.0,181830.0,206420.0,173870.0,206420.0,163980.0,166190.0,206420.0,206420.0,181930.0,209090.0,140000.0,106500.0,93740.0,139160.0,172469.0,1351.0,1482.0,5047.0,3696.0,60212.0,3212.0,2328.0,716.0,2019.0,10911.0,8858.0,928.0,939.0,8385.0,3582.0,5731.0,4136.0,4803.0,1091.0,2393.0,7457.0,11577.0,6415.0,10893.0,716.0,4050.000000000001,1026.0,4543.0,1700.0,1026.0,3452.0,586.0,12749.0,4071.0,602.0,7213.0,3256.0,1498.0,23023.0,549.0,4803.0,863.0,8727.0,15385.0,3980.0,863.0,7522.0,6741.0,2263.0,7229.0,114.0,521.0,3810.0,195.0
"Represent organizations or promote their objectives at official functions, or delegate representatives to do so.",represent organizations or promote their objectives at official functions or delegate representatives to do so,"Promote products, services, or programs.","Promote products, services, or programs.",Selling or Influencing Others,Chief Executives,chief executives,11-1011.00,Chief Executives,11-1011,11-1011.00,Chief Executives,Top Executives,Management Occupations,False,2.565,0.0017010396422442,2025-03-06,0.1861880769230769,3.42,63.86,1.0,206420.0,164400.0,168680.0,150590.0,121220.0,220600.0,194810.0,206420.0,190460.0,206420.0,206420.0,201750.0,231500.0,173070.0,206420.0,205780.0,178530.0,154700.0,146630.0,121490.0,120160.0,206420.0,206420.0,219230.0,194160.0,125340.0,158930.0,194460.0,206080.0,206420.0,138910.0,206420.0,148790.0,219320.0,206420.0,171310.0,208590.0,148870.0,206420.0,220510.0,211810.0,181830.0,206420.0,173870.0,206420.0,163980.0,166190.0,206420.0,206420.0,181930.0,209090.0,140000.0,106500.0,93740.0,139160.0,172469.0,1351.0,1482.0,5047.0,3696.0,60212.0,3212.0,2328.0,716.0,2019.0,10911.0,8858.0,928.0,939.0,8385.0,3582.0,5731.0,4136.0,4803.0,1091.0,2393.0,7457.0,11577.0,6415.0,10893.0,716.0,4050.000000000001,1026.0,4543.0,1700.0,1026.0,3452.0,586.0,12749.0,4071.0,602.0,7213.0,3256.0,1498.0,23023.0,549.0,4803.0,863.0,8727.0,15385.0,3980.0,863.0,7522.0,6741.0,2263.0,7229.0,114.0,521.0,3810.0,195.0
Monitor and evaluate effectiveness of sustainability programs.,monitor and evaluate effectiveness of sustainability programs,Evaluate program effectiveness.,"Evaluate programs, practices, or processes.","Judging the Qualities of Objects, Services, or People",Chief Sustainability Officers,chief sustainability officers,11-1011.03,Chief Sustainability Officers,11-1011,11-1011.03,Chief Executives,Top Executives,Management Occupations,False,2.669,0.0005934630895899,2025-03-06,0.2861111538461538,4.38,96.3,1.0,206420.0,164400.0,168680.0,150590.0,121220.0,220600.0,194810.0,206420.0,190460.0,206420.0,206420.0,201750.0,231500.0,173070.0,206420.0,205780.0,178530.0,154700.0,146630.0,121490.0,120160.0,206420.0,206420.0,219230.0,194160.0,125340.0,158930.0,194460.0,206080.0,206420.0,138910.0,206420.0,148790.0,219320.0,206420.0,171310.0,208590.0,148870.0,206420.0,220510.0,211810.0,181830.0,206420.0,173870.0,206420.0,163980.0,166190.0,206420.0,206420.0,181930.0,209090.0,140000.0,106500.0,93740.0,139160.0,39381.0,309.0,338.0,1153.0,844.0,13748.0,734.0,532.0,164.0,461.0,2491.0,2022.0,212.0,215.0,1915.0,818.0,1309.0,944.0,1097.0,249.0,547.0,1703.0,2643.0,1465.0,2487.0,164.0,4050.0,234.0,1037.0,388.0,234.0,788.0,134.0,2911.0,929.0,138.0,1647.0,744.0,342.0,5257.0,125.0,1097.0,197.0,1993.0,3513.0,3980.0,197.0,1718.0,1539.0,517.0,1651.0,26.0,119.0,870.0,45.0
"Develop or execute strategies to address issues such as energy use, resource conservation, recycling, pollution reduction, waste elimination, transportation, education, and building design.",develop or execute strategies to address issues such as energy use resource conservation recycling pollution reduction waste elimination transportation education and building design,Implement organizational process or policy changes.,Implement procedures or processes.,Making Decisions and Solving Problems,Chief Sustainability Officers,chief sustainability officers,11-1011.03,Chief Sustainability Officers,11-1011,11-1011.03,Chief Executives,Top Executives,Management Occupations,False,3.056,0.0036281550768948,2025-03-06,0.76228,4.37,100.0,1.0,206420.0,164400.0,168680.0,150590.0,121220.0,220600.0,194810.0,206420.0,190460.0,206420.0,206420.0,201750.0,231500.0,173070.0,206420.0,205780.0,178530.0,154700.0,146630.0,121490.0,120160.0,206420.0,206420.0,219230.0,194160.0,125340.0,158930.0,194460.0,206080.0,206420.0,138910.0,206420.0,148790.0,219320.0,206420.0,171310.0,208590.0,148870.0,206420.0,220510.0,211810.0,181830.0,206420.0,173870.0,206420.0,163980.0,166190.0,206420.0,206420.0,181930.0,209090.0,140000.0,106500.0,93740.0,139160.0,39381.0,309.0,338.0,1153.0,844.0,13748.0,734.0,532.0,164.0,461.0,2491.0,2022.0,212.0,215.0,1915.0,818.0,1309.0,944.0,1097.0,249.0,547.0,1703.0,2643.0,1465.0,2487.0,164.0,4050.0,234.0,1037.0,388.0,234.0,788.0,134.0,2911.0,929.0,138.0,1647.0,744.0,342.0,5257.0,125.0,1097.0,197.0,1993.0,3513.0,3980.0,197.0,1718.0,1539.0,517.0,1651.0,26.0,119.0,870.0,45.0
